id,name
node1fltlo3l6x109596822,Kokomo Municipal Airport
node1fltlo3l6x109596833,Sabadell Airport
node1fltlo3l6x111524619,Samui Airport
node1fltlo3l6x11367984,Harlan Municipal Airport
node1fltlo3l6x113908919,Fond du Lac County Airport
node1fltlo3l6x11421559,RNZAF Base Ohakea
node1fltlo3l6x116687044,Richard B. Russell Airport
node1fltlo3l6x120040004,Lviv International Airport
node1fltlo3l6x120283345,Liaoning Province
node1fltlo3l6x24545658,Bordeaux-Merignac Airport
node1fltlo3l6x32700717,Tasikmalaya Airport
node1fltlo3l6x48379303,Hammond Northshore Regional Airport
node1fltlo3l6x48464234,Stan Stamper Municipal Airport
node1fltlo3l6x5643694,Futaleufú Airport
node1fltlo3l6x56909236,Sydney Airport (SYD)
node1fltlo3l6x5880926,Kankesanturai Airport
node1fltlo3rux106187595,Lalibella Airport
node1fltlo3rux108111090,Toluca Airport (TLC)
node1fltlo3rux110200537,Mobridge Municipal Airport
node1fltlo3rux115412852,Doncaster Sheffield Airport
node1fltlo3rux115412880,Wonju Airport
node1fltlo3rux16224646,"Howard Airport (private, former Howard AFB)"
node1fltlo3rux16309528,Bisho Airport
node1fltlo3rux25344945,Salzburg Airport (SZG)
node1fltlo3rux31807962,Toussus-le-Noble Airport
node1fltlo3rux31807968,Terrell Municipal Airport
node1fltlo3rux32887526,Anshun Huangguoshu Airport
node1fltlo3rux37777470,John Wayne/Orange County
node1fltlo3rux37777501,Nice-Cote d'Azur
node1fltlo3rux47816490,Jindabyne Airport
node1fltlo3rux48480078,Meadow Lake Airport
node1fltlo3rux52354708,Minneapolis St Paul Intl Wold
node1fltlo3rux52916739,Holy Cross Airport
node1fltlo3rux53503551,Daniel Field
node1fltlo3rux5804079,Sunan International Airport
node1fltlo3rux6095914,Jodhpur Airport
node1fltlo3rux62135231,Cork Airport (ORK)
node1fltlo3rux73499554,Vigo Airport
node1fltlo3rux79168925,Sofia Airport (SOF)
node1fltlo3rux8768522,Lamezia Terme Airport
node1fltlo3rux88934146,Laurence G Hanscom Fld
node1fltlo3rux96050899,Dyess Air Force Base
node1fltlo3rux96050928,Pakyong Airport
node1fltlo3rux99110997,Macapá International Airport
