id,name
Q11824510,Guelmim Airport
Q11824516,Kyauktu Airport
Q11824517,Kardjali Airport
Q11824519,La Désirade Airport
Q11824520,"La Esperanza Airport, Intibucá"
Q11824522,Captain Ramon Xatruch Airport
Q11824526,Lambaréné Airport
Q11824529,Laucala Airport
Q11824532,Lesobeng Airport
Q11824535,"Leon, Nicaragua Airport"
Q11824536,Lichinga Airport
Q11824538,Likoma Airport
Q11824540,Lodja Airport
Q11824545,Los Comandos Airport
Q11824546,Los Tablones
Q11824550,Lukulu Airport
Q11824551,Lumid Pau Airport
Q11824552,Ma'an
Q11824553,Mabaruma Airport
Q11824554,Minsk Machulishchi Air Base
Q11824555,Mafeteng Airport
Q11824556,Maewo-Naone Airport
Q11824559,Mahdia Airport
Q11824560,"Mayfa'ah,"
Q11824567,Marlboro Airport
Q11824568,Mampikony Airport
Q11824569,Mangochi Airport
Q11824570,Manuae aerodrome
Q11824571,Mansa Airport
Q11824572,Marcala Airport
Q11824573,Marib Airport
Q11824576,"Marmul, OOMX Airport"
Q11824581,Matthews Ridge
Q11824584,Mayumba Airport
Q11824585,Mbala Airport
Q11824586,Mbigou Airport
Q11824589,Melchor de Mencos
Q11824590,Mekambo Airport
Q11824592,Mhlume Airfield
Q11824596,Moabi Airport
Q11824597,Misima Airport
Q11824599,Mondulkiri Airport
Q11824600,Mokuti Lodge Airport
Q11824602,Monkey Bay Airport
Q11824603,Monkey Mountain Airport
Q11824606,Moskovskiy Pyandzh
Q11824607,Most Airport
Q11824608,Mosteiros Airport
Q11824609,Mostar-Jasenica
Q11824610,Moucha Airport
Q11824611,Mueda Airport
Q11824613,Mueo Airport
Q11824614,Murghab
Q11824615,Mukeiras Airport
Q11824616,Murska Sobota Airport
Q11824617,Mutare Airport
Q11824618,Mwadui Airport
Q11824623,Namtu Airport
Q11824624,Namutoni Airport
Q11824628,Nesson Airport
Q11824630,Neves
Q11824631,New Amsterdam Airport
Q11824632,Nimruz
Q11824634,Nkaus Airport
Q11824635,Nitra Airport
Q11824637,North Sound Water Aerodrome
Q11824639,Norðfjörður Airport
Q11824640,Novi Travnik
Q11824644,Nueva Guinea Airport
Q11824645,Okaukuejo Airport
Q11824646,Olanchito
Q11824649,Omega Airport
Q11824651,Opuwa Airport
Q11824652,Orinduik Airport
Q11824654,Orange Walk Airport
Q11824661,Ozurgeti
Q11824662,Olomouc Airport
Q11824668,Panguilemo Airport
Q11824670,Paso Caballos
Q11824671,Pelaneng Airport
Q11824672,Thbeng Meanchey Airport
Q11824673,Pine Cay Airport
Q11824679,Poptún Airport
Q11824684,Prijedor Urije Airport
Q11824685,Prievidza Airport
Q11824687,Přerov Airport
Q11824688,Pružany
Q11824689,Cabo 1° Juan Román Airport
Q11824690,Puerto Obaldia Airport
Q11824691,Puerto Lempira Airport
Q11824692,Puerto Rico Airport
Q11824693,Puerto Seco Airstrip
Q11824697,Pupelde Airport
Q11824700,Qacha's Nek Airport
Q11824702,Raufarhöfn Airport
Q11824705,Reyes Airport
Q11824709,Rodelillo Airfield
Q11824710,Rubelsanto Airport
Q11824712,Ruinas de Copan Airport
Q11824713,Saadah Airport
Q11824714,Saint-François Airport
Q11824717,Salima Airport
Q11824718,Sam Neua
Q11824720,Wannukandi Airport
Q11824722,San José de Chiquitos Airport
Q11824723,San Vito de Java Airport
Q11824724,Santa Cruz airstrip
Q11824725,Sandwip
Q11824727,Santa Rosa de Copán Airport
Q11824728,Sarandë Airport
Q11824729,Saravane Airport
Q11824732,Sefwi Bekwai
Q11824734,Senaki
Q11824735,Senanga Airport
Q11824737,Sesheke Airport
Q11824738,Shamshernagar Airport
Q11824739,Seshutes Airport
Q11824743,Silistra Airfield
Q11824748,Siwa Oasis North Airport
Q11824750,Siwo Airport
Q11824752,Slavonski Brod
Q11824755,Sonsonate
Q11824756,Springbok Airport
Q11824762,Svidnik Airport
Q11824764,Sweti Nikole
Q11824766,Chinguetti Airport
Q11824768,Tabligbo
Q11824770,Tabuaeran Island Airport
Q11824773,Tambankulu Airfield
Q11824775,Tchongorove Airport
Q11824777,Concepcion
Q11824781,Thakhek
Q11824782,Thaba Tseka Airport
Q11824784,Timphu aerodrome
Q11824788,Tiputini Airport
Q11824791,Tlokoeng Airport
Q11824793,Tomislavgrad
Q11824795,Tortola
Q11824799,Tuzla Jegen Lug
Q11824805,Umm Al Quwain Airport
Q11824811,Utila Airport
Q11824816,Vatukoula Airport
Q11824818,Vang Vieng Airport
Q11824821,Visoko
Q11824823,Wadi Abu Rish
Q11824825,Wadi Ain
Q11824826,Wakaya Island Airport
Q11824827,Washabo airstrip
Q11824830,Veles
Q11824834,Woleai Atoll
Q11824838,Xai-Xai airport
Q11824839,Yasawa Island Airport
Q11824840,Xienglom
Q11824841,Ye Airport
Q11824844,Yoro Airport
Q11824845,Zambezi Airport
Q11824849,Île des Pins Airport
Q11824851,Thingeyri Airport
Q11824852,Ćoralići
Q11824854,Boľkovce-Lucenec
Q1184874,Delta County Airport
Q1186422,Seymour Airport
Q118696,Downsview Airport
Q1187638,Peleliu Airfield
Q11877491,Edmonton/Morinville (Currie Field) Aerodrome
Q1187852,Bushehr Airport
Q1188577,Port Hedland International Airport
Q11896249,Tampere-Härmälä Airport
Q1190316,Islamabad International Airport
Q1191525,Brest Bretagne Airport
Q1191625,Toyama Airport
Q1192247,Weihai Dashuibo Airport
Q1192253,Yanji Chaoyangchuan Airport
Q1192962,Raleigh–Durham International Airport
Q1194015,Borg El Arab Airport
Q1196909,Oshima Airport
Q11970328,Larvik Airport
Q1197455,Naha Airport
Q1197536,Niigata Airport
Q1197677,Changchun Longjia International Airport
Q1197688,Guilin Liangjiang International Airport
Q1197691,Hangzhou Xiaoshan International Airport
Q1198791,Hamad International Airport
Q1199087,Louisville International Airport
Q1199773,Kumamoto Airport
Q1200033,Zamboanga International Airport
Q1200570,Batumi International Airport
Q1200842,Beijing Nanyuan Airport
Q12016117,Abadeh Airport
Q12016371,Peterson Field
Q120326,Moorea Airport
Q12033112,Bechyně Airport
Q12033113,Frýdlant nad Ostravicí Airport
Q12033114,Kyjov Airport
Q12033115,Jihlava Airport
Q12033118,Medlánky Airport
Q12033119,Zlín Airport
Q12033120,Sazena Airport
Q12033122,Soběslav Airport
Q12033123,Točná Airport
Q12033124,Tábor Airport
Q12033126,Tábor-Všechov Airport
Q12033127,Černovice
Q12033128,Žamberk Airport
Q1204970,Queenstown Airport
Q1205940,Prince Mohammad Bin Abdulaziz International Airport
Q12084934,Brovary aerodrome
Q1209088,Kalibo International Airport
Q1209229,Mudanjiang Hailang International Airport
Q1209993,Shizuoka Airport
Q12155335,Dojno Polje Airport
Q121760,Maun Airport
